rank,docket,application,receipt,receipt_date,customer_number,application_status,last_transaction,last_transaction_date,title,disorder,active_pair,inventor,market,upfront,milestones,royalty,assignment,doi_url,zenodo_url,github_url,paper_status,patent_status
94,MHMDCNS-094,"64/090,919",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Pyromania with a combination of perospirone and pimavanserin,Pyromania,perospirone + pimavanserin,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708274,https://zenodo.org/records/20708274,https://github.com/danbroz/Med-discovery-public/tree/main/pyromania,DOI-indexed Zenodo preprint,US provisional patent pending
95,MHMDCNS-095,"64/090,924",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Dissociative Amnesia with a combination of vilazodone and crinecerfont,Dissociative Amnesia,vilazodone + crinecerfont,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708276,https://zenodo.org/records/20708276,https://github.com/danbroz/Med-discovery-public/tree/main/dissociative_amnesia,DOI-indexed Zenodo preprint,US provisional patent pending
96,MHMDCNS-096,"64/090,926",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Dissociative Identity Disorder with a combination of vilazodone and crinecerfont,Dissociative Identity Disorder,vilazodone + crinecerfont,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708278,https://zenodo.org/records/20708278,https://github.com/danbroz/Med-discovery-public/tree/main/dissociative_identity_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
97,MHMDCNS-097,"64/090,928",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Rumination Disorder with a combination of vilazodone and crinecerfont,Rumination Disorder,vilazodone + crinecerfont,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708280,https://zenodo.org/records/20708280,https://github.com/danbroz/Med-discovery-public/tree/main/rumination_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
98,MHMDCNS-098,"64/090,931",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Reactive Attachment Disorder with a combination of oxytocin and encenicline,Reactive Attachment Disorder,oxytocin + encenicline,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708282,https://zenodo.org/records/20708282,https://github.com/danbroz/Med-discovery-public/tree/main/reactive_attachment_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
99,MHMDCNS-099,"64/090,935",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Disinhibited Social Engagement Disorder with a combination of oxytocin and encenicline,Disinhibited Social Engagement Disorder,oxytocin + encenicline,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708284,https://zenodo.org/records/20708284,https://github.com/danbroz/Med-discovery-public/tree/main/disinhibited_social_engagement_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
100,MHMDCNS-100,"64/090,939",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Sexual Masochism Disorder with a combination of vilazodone and bicalutamide,Sexual Masochism Disorder,vilazodone + bicalutamide,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708286,https://zenodo.org/records/20708286,https://github.com/danbroz/Med-discovery-public/tree/main/sexual_masochism_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
101,MHMDCNS-101,"64/090,941",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Sexual Sadism Disorder with a combination of vilazodone and bicalutamide,Sexual Sadism Disorder,vilazodone + bicalutamide,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708288,https://zenodo.org/records/20708288,https://github.com/danbroz/Med-discovery-public/tree/main/sexual_sadism_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
102,MHMDCNS-102,Awaiting confirmation,Awaiting USPTO/Patent Center confirmation,Awaiting confirmation,,Awaiting confirmation,,,Pharmaceutical compositions and methods of treating Exhibitionistic Disorder with a combination of vilazodone and bicalutamide,Exhibitionistic Disorder,vilazodone + bicalutamide,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708290,https://zenodo.org/records/20708290,https://github.com/danbroz/Med-discovery-public/tree/main/exhibitionistic_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
103,MHMDCNS-103,"64/090,952",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Voyeuristic Disorder with a combination of vilazodone and bicalutamide,Voyeuristic Disorder,vilazodone + bicalutamide,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708293,https://zenodo.org/records/20708293,https://github.com/danbroz/Med-discovery-public/tree/main/voyeuristic_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
104,MHMDCNS-104,"64/090,954",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Frotteuristic Disorder with a combination of vilazodone and bicalutamide,Frotteuristic Disorder,vilazodone + bicalutamide,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708295,https://zenodo.org/records/20708295,https://github.com/danbroz/Med-discovery-public/tree/main/frotteuristic_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
105,MHMDCNS-105,"64/090,959",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Fetishistic Disorder with a combination of vilazodone and bicalutamide,Fetishistic Disorder,vilazodone + bicalutamide,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708297,https://zenodo.org/records/20708297,https://github.com/danbroz/Med-discovery-public/tree/main/fetishistic_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
106,MHMDCNS-106,"64/090,964",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Transvestic Disorder with a combination of vilazodone and bicalutamide,Transvestic Disorder,vilazodone + bicalutamide,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708299,https://zenodo.org/records/20708299,https://github.com/danbroz/Med-discovery-public/tree/main/transvestic_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
107,MHMDCNS-107,"64/090,969",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of palliative cognitive support in Prion Disease Neurocognitive Disorder with a combination of pitolisant and xanomeline,Prion Disease Neurocognitive Disorder,pitolisant + xanomeline,Daniel Jerome Broz,pitolisant — Wakix® — under live U.S. brand patents; xanomeline marketed as the combination product Cobenfy® (xanomeline–trospium,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708301,https://zenodo.org/records/20708301,https://github.com/danbroz/Med-discovery-public/tree/main/prion_disease_neurocognitive_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
108,MHMDCNS-108,"64/090,974",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Childhood-Onset Fluency Disorder (Stuttering) with a combination of pitolisant and oxytocin,Childhood-Onset Fluency Disorder (Stuttering),pitolisant + oxytocin,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708303,https://zenodo.org/records/20708303,https://github.com/danbroz/Med-discovery-public/tree/main/childhood_onset_fluency_disorder_stuttering,DOI-indexed Zenodo preprint,US provisional patent pending
109,MHMDCNS-109,"64/090,977",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Language Disorder with a combination of pitolisant and oxytocin,Language Disorder,pitolisant + oxytocin,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708305,https://zenodo.org/records/20708305,https://github.com/danbroz/Med-discovery-public/tree/main/language_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
110,MHMDCNS-110,"64/090,985",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Speech Sound Disorder with a combination of pitolisant and oxytocin,Speech Sound Disorder,pitolisant + oxytocin,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708307,https://zenodo.org/records/20708307,https://github.com/danbroz/Med-discovery-public/tree/main/speech_sound_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
111,MHMDCNS-111,"64/090,990",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Social (Pragmatic) Communication Disorder with a combination of pitolisant and oxytocin,Social (Pragmatic) Communication Disorder,pitolisant + oxytocin,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708309,https://zenodo.org/records/20708309,https://github.com/danbroz/Med-discovery-public/tree/main/social_pragmatic_communication_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
112,MHMDCNS-112,"64/090,995",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Developmental Coordination Disorder with a combination of pitolisant and oxytocin,Developmental Coordination Disorder,pitolisant + oxytocin,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708311,https://zenodo.org/records/20708311,https://github.com/danbroz/Med-discovery-public/tree/main/developmental_coordination_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
